additional_info,amenities,city,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,occupancy,pageurl,property_address,property_id,property_name,property_type,room_price,room_types,similar_hotel,things_to_note
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Patna,"Savera is one of the pioneers in business luxury hotels in the city. Business Luxury Hotel Savera in Patna is crafted to meet home comforts and needs, with professional service, for people on the move with definitive lifestyles. The property is unparalleled for its location and the amenities and service offerings.",,,18,http://stay-imgs.stayzilla.com/resize/1200x800/88404/769142.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511192.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511174.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511176.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511180.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511182.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511184.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511186.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511188.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511190.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511194.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/511196.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769126.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769128.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769130.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769132.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769136.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/88404/769140.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/savera-business-luxury-hotel-88404?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ceat Campus, Patna",88404,Savera Business Luxury Hotel,Hotel,2877,Executive Deluxe AC Single,Orchid Hotel|Hotel Republic|Orange Inn|Hotel Harisons,Complimentary Breakfast.|Complimentary WiFi.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Card Payment|Parking,Yamuna Nagar,"What should you know? Hotel NG Paradise is a wonderfully constructed hotel located at the middle of twin cities, Jagadhri and Yamuna Nagar. It is good value for money and guests can enjoy comfort and peace at this hotel. The rooms are comfortable and spacious with amenities such as refrigerator, television and telephone. The hotel also provides several basic facilities, which include Wi-Fi, doctor-on-call, laundry services and morning newspaper. Corporate travels can also organise their business meetings in the hotel business centre. Guests at the hotel can easily visit the nearby shopping complex or watch a movie in the nearby Cineplex.Why should you stay here? The hotel provides several facilities without charging a high rate.",,,3,http://stay-imgs.stayzilla.com/resize/1200x800/14746/40224.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14746/40222.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/14746/40220.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-ng-paradise-14746?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Prem Colony, Yamuna Nagar",14746,Hotel NG Paradise,Hotel,1525,Premium Single,Madhu Hotel,All taxes|Complimentary Break Fast.|Complimentary WiFi.|Complimentary welcome Drink.|Kindly Note:|Day Use room For 5 hours in Half of Room Tariff.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Lonavala,"What should you know? Dukes Retreat is a 4 star property. This property provides facilities like business centre, conference facilities, swimming pool, fitness centre, banquet hall, coffee shop, bar, internet support, childrens play area, travel desk services, 24-hour front desk, travel assistance, and free parking. This retreat is ideal for both, business and leisure trips. For accommodation, this property offers 80 rooms. The in-room amenities include 24-hour room service, air-conditioning, hot and cold water, laundry service, color television with satellite channels, daily housekeeping, mini bar, tea/coffee maker, telephone, hair dryer, and doctor-on-call. They have an in-house multi-cuisine restaurant that serves a variety of dishes.Why should you stay here? This property is conveniently located for tourists as it is close to attractions like Bushy Dam, Tigers Leap, Bhaja Caves, Shooting Point, Lonavala Lake, Valvan lake, Rajmachi Point 1, Tungarli Lake, and Lohagad Fort. It is 11 km away from Lonavala railway station, and 21 km from Malavali railway station.",,,25,http://stay-imgs.stayzilla.com/resize/1200x800/17738/599940.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599904.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65268.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65270.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65272.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65274.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65276.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65278.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65280.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65282.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65284.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65286.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65288.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/65290.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599896.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599900.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599908.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599912.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599918.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599920.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599922.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599928.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599934.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/17738/599938.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/dukes-retreat-17738?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Khandala, Lonavala",17738,Dukes Retreat,Hotel,19925,Executive Double,,"Complimentary Breakfast.|Complimentary fitness center, Pool and Kids Zone.|Kindly Note:|Extra bed will be provided at additional charges that has to be paid to the hotel management at the time of direct check-in.|Hotel Accepts Minimum 2 Night booking Above tariff is Applicable for 2 days|Cancellation Policy: No refund of Payment.|Child below 05 years is Complimentary.|Kindly Note:|This tariff note applicable during all festival and new year."
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,Patna,"What should you know? Hotel R P International is situated behind the RBI office on Exhibition Road. The hotel rooms are categorized as deluxe room, super deluxe, deluxe AC and non-AC double room. There are both AC as well as non AC conference halls to hold meetings, seminars, conferences, etc. The hotel provides facilities like banqueting facilities, Wi-Fi facility, laundry service, a kitchen, room service, a front desk, luggage storage, transfer facility, free parking space, and much more.Why should you stay here? It has easy access to surrounding offices, the famous Gandhi Maidan, malls, Frazer Road, and Exhibition Road.",,,23,http://stay-imgs.stayzilla.com/resize/1200x800/42982/902534.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/225218.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/225214.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/225220.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/225222.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/431582.png|http://stay-imgs.stayzilla.com/resize/1200x800/42982/439538.png|http://stay-imgs.stayzilla.com/resize/1200x800/42982/439540.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/439542.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902506.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902508.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902510.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902512.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902514.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902516.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902518.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902520.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902522.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902524.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902526.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902528.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902530.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/42982/902532.jpg,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-r-p-international-42982?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Exhibition Road, Patna",42982,Hotel R P International,Hotel,1203,Single Non-A/C Rooms,Hotel Relax Inn|Hotel Mani International|Hotel Fort|Hotel Park Residency,Complimentary Wi-Fi.|Kindly Note:|Extra Bed will be provided at the additional charges that has to be paid to the hotel management at the time of direct check-in.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper|Pickup & Drop|Parking|AC,Varanasi,Best suited for travelers looking for stay in Indian Culture and Indian Cuisines,,,18,http://stay-imgs.stayzilla.com/resize/1200x800/108082/1022970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/862814.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/862816.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/862818.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/875150.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/875478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995850.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995852.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995854.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995860.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995862.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995864.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995866.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995868.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995872.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995874.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/995878.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/108082/1022968.jpg,,,1 Adult 0 Kid,https://www.stayzilla.com/stays/moms-care-paying-guest-house-108082?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Durga Kund, Varanasi",108082,Moms Care Paying Guest House,House,445,Single Non A/c,Indra Paying Guest House|Shree Hare Rama Hare Krishna Guest House|Ishan Paying Guest House|Anami Lodge,
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Card Payment|Parking|AC,Varanasi,"What should you know? Situated in the holy city of Varanasi, on the banks of the mighty river Ganga, Sita Guest House is a popular budget property. The rooms are spacious with basic amenities. The facilities provided to the guests include a doctor-on-call, a front desk, room service, and travel assistance. There is a multi-cuisine restaurant in the hotel which serves traditional North Indian food. Yoga sessions and massages are arranged on request by the hotel. The hotel is located close to Chausatti Ghat and the main tourist streets. Vehicles are not allowed in this area, so the only sounds you can hear are that of the Ganges River and the millions of pilgrims who come to pay their respects there.Why should you stay here? Sita Guest House is conveniently located and moderately-priced, making it a convenient place to stay for tourists and pilgrims alike.",,,63,http://stay-imgs.stayzilla.com/resize/1200x800/44466/1027204.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470904.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470900.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470902.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470906.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470908.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/470910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998950.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998952.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998954.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998956.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998958.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998960.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998962.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998964.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998966.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998968.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998972.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998974.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998976.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998978.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998980.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998982.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998984.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998986.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998988.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998990.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998992.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998994.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998996.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/998998.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999000.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999002.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999004.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999006.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999008.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999010.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999012.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999014.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999016.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999018.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999020.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999022.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999024.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999026.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999028.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999030.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999032.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999034.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999036.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999038.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999040.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999042.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999044.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999046.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999048.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999050.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999052.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999054.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999056.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999058.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44466/999060.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/sita-guest-house-44466?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Bangali Tola, Varanasi",44466,Sita Guest House,House,1156,Economy Non AC Double,Sarweshwary Hotel|Scindhia Guest House|Zostel Varanasi|Hotel Ideal Inn,"complimentary wifi,|Kindly Note:|Extra bed will be provided at additional charges that has to be paid to the hotel management at the time of direct check-in."
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,Patna,"What should you know? Hotel Laavish is an affordable accommodation facility located near the banks of the River Ganga. The hotel houses 40 rooms which include amenities such as telephone, daily housekeeping, intercom, water heating, and TV. Some of the services provided here include free parking, 24-hour front desk, complimentary breakfast, conference halls with capacity of 60, room service, laundry, wifi access, concierge, transportation services, travel desk, and doctor-on-call. The in-house dining facilities include dishes from Indian, Chinese, and Continental cuisines.Why should you stay here? Hotel Laavish is in proximity to points of tourist interest such as the Patna Museum, Durga Mandir, Shri Krishna Vigyan Kala Kendra, and Agam Kuan.",,,9,http://stay-imgs.stayzilla.com/resize/1200x800/32364/429862.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151888.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151886.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151890.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151892.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151894.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/151896.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/429844.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32364/429860.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-laavish-32364?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Golambar, Patna",32364,Hotel Laavish,Hotel,2030,Executive Double AC,Park Plaza|Hotel Ankur|Balaji Hotel|City Hot Inn,Complimentary Breakfast.|Complimentary Wi-fi.
Acceptance Rate:100 percent|Response Time:15 hours,WiFi|Free Breakfast|Newspaper|Card Payment|Elevator|Parking|AC,Patna,Wifi enabled hotels in Exhibition Rd,,,24,http://stay-imgs.stayzilla.com/resize/1200x800/110782/956182.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956166.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956172.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956180.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956184.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956186.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956188.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956192.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956194.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956196.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956198.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956200.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956202.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956204.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956206.png|http://stay-imgs.stayzilla.com/resize/1200x800/110782/1051082.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/1060384.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956170.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956174.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956190.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956176.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/110782/956178.jpg,,,1 Adult 0 Kid,https://www.stayzilla.com/stays/hotel-lord-shiva-110782?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Exhibition Road, Patna",110782,Hotel Lord Shiva,Hotel,1039,Single A/C Rooms,Pearl Clubs Guest House|Hotel Fort|Hotel City Centre|Hotel Satkar International,Complimentary Breakfast.|Complimentary WiFi.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Card Payment|Pickup & Drop|Parking|AC,Thrissur,,,,3,http://stay-imgs.stayzilla.com/resize/1200x800/77952/427968.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/77952/427966.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/77952/427962.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/bini-tourist-home-77952?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near By Benjari Club, Thrissur",77952,Bini Tourist Home,Hotel,1014,Double Non-A/C Rooms,Highway Palace Inn,Kindly Note:|Extra bed will be provided with Additional Charges by the Hotel Management.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Patna,"What should you know? This is a stay area that provides a charming experience, thanks to the limitless amenities available. It has 57 well-furnished Standard, Deluxe, Executive, and Suite rooms, and a restaurant that is open 24 hours, plus banquet halls for social functions. Modern facilities that are ensured to the guests include 24-hour check-in and check-out, 24-hour room service, CCTV, laundry service, internet connectivity, doctor-on-call, valet parking, car rental, safe deposit locker, and a telephone.Why should you stay here? The speciality of this stay facility is Zamin, the on-site restaurant which is open round the clock serving customers even at 2 am. Besides this, there is 24-hour check-in and check-out facility.",,,8,http://stay-imgs.stayzilla.com/resize/1200x800/74510/502560.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502554.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502512.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502514.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502516.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502518.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502520.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74510/502552.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/ashoka-residency-74510?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Kadamkuan, Patna",74510,Ashoka Residency,Hotel,2323,Standard AC Double,,All taxes.|Complimentary Breakfast.|Complimentey wifi.|Complimentry Bed tea
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|AC,Thrissur,"What should you know? Highway Palace Inn is located near Peechi Dam. It provides comfortable accommodations with attached bathrooms that have hot and cold running water. The rooms come with amenities like TV with satellite channels, work table and chair, and side tables. The hotel provides room service, parking space, laundry service, doctor-on-call, internet access, business centre, banquet hall, and travel desk. The hotel also has a fine multi-cuisine restaurant. The Peechi dam is a tourist attraction that has a vast catchment area, botanical gardens, and boat rides. The Peechi-Vazhani Wildlife Sanctuary Is around 26 km away. Why should you stay here? Highway Palace Inn provides fine accommodations and facilities near Peechi Dam.",,,6,http://stay-imgs.stayzilla.com/resize/1200x800/57960/330820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/57960/330812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/57960/330810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/57960/330814.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/57960/330816.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/57960/330818.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/highway-palace-inn-57960?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Peachi Road, Thrissur",57960,Highway Palace Inn,Hotel,1112,Double Non-A/C Rooms,Hotel Palace Tower|Bini Tourist Home|Hotel Elite International|Ammu Regency,Complimentary WiFi.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Karnal,,,,4,http://stay-imgs.stayzilla.com/resize/1200x800/96302/742346.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/96302/742340.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/96302/742338.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/96302/742344.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/kundan-guest-house-96302?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Oasis Building, Karnal",96302,Kundan Guest House,House,2223,Deluxe A/c Double,Karna Lake Resort|Hotel Gopinath The Grand|Leela Grande Hotel Near Knjpura Road|Hotel Yellow Sapphire,Kindly Note :-|Complimentary Breakfast.|Complimentary Wifi.
